no,ranking,bookname,authors,publisher,publication_year,isbn13,addition_symbol,vol,class_no,class_nm,bookImageURL,bookDtlUrl
182,178,123 하나 둘 셋,EBS BOOKS 편집부,,,9788954755658,,,375.1,사회과학 > 교육학 > 유아 및 초등교육,, https://data4library.kr/bookV?seq=5882068
187,178,똥 호박,이승호 글 ;김고은 그림,책읽는곰,2014,9788993242973,77810,17,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/3787/27/cover/8993242976_1.jpg, https://data4library.kr/bookV?seq=2604411
189,178,추피가 화났어요,무지개출판편집부,,2017,9791159421617,74860,7,375.1,사회과학 > 교육학 > 유아 및 초등교육,, https://data4library.kr/bookV?seq=3680524
191,178,용선생 처음 한국사,글: 사회평론 역사연구소 ;윤효식,사회평론,2019,9791162730270,77900,1,911,역사 > 아시아(아세아) > 한국,https://image.aladin.co.kr/product/17779/61/cover/k642534226_1.jpg, https://data4library.kr/bookV?seq=5346986
193,178,왜 맞춤법에 맞게 써야 돼?,박규빈 글·그림,책과콩나무,2016,9791186490211,77810,42,711,"언어 > 한국어 > 음운, 음성, 문자",http://image.aladin.co.kr/product/7853/19/cover/k532434620_1.jpg, https://data4library.kr/bookV?seq=3132035
196,194,(Disney·Pixar) 디즈니 픽사 스토리북,디즈니 스토리북 미술 팀 그림 ;양윤선 옮김,미래엔,2017,9788937889912,73840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/10848/59/cover/8937889919_1.jpg, https://data4library.kr/bookV?seq=3436708
199,194,바다탐험대 옥토넛 :유령 산호초 마을,메오미 지음 ;고정아 옮김,문학수첩리틀북,2015,9788959761838,77840,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/095/102/09510244.jpg?type=m1&udate=20170616, https://data4library.kr/bookV?seq=2668804
200,194,나쁜 엄마,윤수천 글 ;이경하 그림,좋은책 좋은책어린이,2008,9788959774968,73810,4,813.6,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/045/461/04546163.jpg?type=m1&udate=20150715, https://data4library.kr/bookV?seq=2375110
8,8,초대받은 아이들,황선미 글;김진이 그림,웅진닷컴,2001,9788901033464,74810,,813.6,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/826/00182624.jpg?type=m1&udate=20130629, https://data4library.kr/bookV?seq=2382344
11,10,우리 독도에서 온 편지,윤문영 글·그림,계수나무,2007,9788989654360,77810,,911.829,역사 > 아시아(아세아) > 한국,https://bookthumb-phinf.pstatic.net/cover/030/281/03028178.jpg?type=m1&udate=20170319, https://data4library.kr/bookV?seq=2133579
23,23,우리 몸의 구멍,허은미 글;이혜리 그림,돌베개어린이,2000,9788995066942,77370,,511,기술과학 > 의학 > 기초의학,https://bookthumb-phinf.pstatic.net/cover/001/816/00181649.jpg?type=m1&udate=20130629, https://data4library.kr/bookV?seq=1583934
26,25,하룻밤 :이금이 창작동화,지은이: 이금이 ;그린이: 이고은,사계절,2016,9788958284468,74810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/8868/12/cover/8958284463_1.jpg, https://data4library.kr/bookV?seq=3264599
36,36,아기너구리네 봄맞이,글: 권정생 ;그림: 송진헌,길벗어린이,2012,9788986621891,77810,,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/30/82/cover/8986621894_1.gif, https://data4library.kr/bookV?seq=130894
38,38,설빔 :여자아이 고운 옷,배현주 글·그림,사계절(사계절출판사),2007,9788958282037,77810,,381,"사회과학 > 풍속, 민속학 > 의식주의 풍습",https://bookthumb-phinf.pstatic.net/cover/026/280/02628003.jpg?type=m1&udate=20130130, https://data4library.kr/bookV?seq=2375312
44,44,겁보 만보,김유 글 ;최미란 그림,책읽는곰,2015,9791185564333,74810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/5455/65/cover/6000820483_2.jpg, https://data4library.kr/bookV?seq=2648699
46,46,꿈꾸는 윌리,글·그림: 앤서니 브라운 ;옮긴이: 허은미,웅진닷컴,2004,9788901044972,74800,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/704/00170492.jpg?type=m1&udate=20180705, https://data4library.kr/bookV?seq=2373895
56,56,주인 없는 구두 가게=(A)shoe store without an owner,송재찬 글;김민철 그림,세상모든책,2002,9788955600360,73810,,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/39/18/cover/8955600364_2.jpg, https://data4library.kr/bookV?seq=269270
63,63,"아저씨, 진짜 변호사 맞아요?",천효정 글 ;신지수 그림,문학동네,2015,9788954639019,73810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/7341/70/cover/8954639011_1.jpg, https://data4library.kr/bookV?seq=3110112
75,73,달려라 꼴찌 2부 1~6 세트 - 전6권,이상무 (지은이),씨엔씨레볼루션,2017,9791187785880,,,810.8,문학 > 한국문학 > 한국문학,https://image.aladin.co.kr/product/10070/21/cover/k812536974_1.jpg, https://data4library.kr/bookV?seq=5386512
78,76,꼬마 구름 파랑이,토미 웅거러 글·그림;이현정 옮김,비룡소,2001,9788949110707,77850,,853,문학 > 독일문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/745/00174508.jpg?type=m1&udate=20170215, https://data4library.kr/bookV?seq=2375079
79,76,"안녕, 태극기!",박윤규 글 ;백대승 그림,푸른숲,2012,9788971849378,77810,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/068/311/06831153.jpg?type=m1&udate=20150715, https://data4library.kr/bookV?seq=2375374
80,76,미운 아기 오리 뿡쉬,김지연 글 ;한나빵 그림,보리,2015,9788984288768,77810,2,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/5893/99/cover/8984288764_1.jpg, https://data4library.kr/bookV?seq=2621391
81,76,진짜 도둑,윌리엄 스타이그 글·그림;홍연미 옮김,베틀북,2002,9788984881204,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/33/6/cover/8984881201_2.gif, https://data4library.kr/bookV?seq=159525
84,84,엄마가 알을 낳았대,배빗 콜 글.그림;고정아 옮김,보림,1996,9788943302191,77840,,843.8,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/10/0/cover/9788943302191.gif, https://data4library.kr/bookV?seq=329102
86,84,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,9788950993573,74810,9,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/28203/18/cover/8950993570_1.jpg, https://data4library.kr/bookV?seq=6325517
89,84,내 짝꿍 최영대,글: 채인선 ;그림: 정순희,재미마주,1997,9788986565508,73810,,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/3/2/cover/8986565501_3.jpg, https://data4library.kr/bookV?seq=335150
90,84,만년샤쓰,글: 방정환;그림: 김세현,길벗어린이,2006,9788986621495,77810,,813.6,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/803/00180398.jpg?type=m1&udate=20130205, https://data4library.kr/bookV?seq=2377417
95,94,종이 봉지 공주,로버트 문치,,2006,9788949110474,77840,,808.9,"문학 > 문학 > 전집, 총서",, https://data4library.kr/bookV?seq=3418613
96,94,숫자3의 비밀,김종대 글;이부록 그림,이퍼블릭,2007,9788973317813,74810,,388,"사회과학 > 풍속, 민속학 > 민간전승",https://bookthumb-phinf.pstatic.net/cover/029/230/02923019.jpg?type=m1&udate=20170201, https://data4library.kr/bookV?seq=2382576
97,94,미운 아기 오리 뿡쉬,김지연 글 ;한나빵 그림,보리,2015,9788984288775,77810,3,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/5895/25/cover/8984288772_1.jpg, https://data4library.kr/bookV?seq=2621392
99,99,시골 쥐의 서울 구경,방정환 글 ;장정희 해설,길벗어린이,2019,9788955824964,77810,,813.6,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/18986/48/cover/8955824963_1.jpg, https://data4library.kr/bookV?seq=5401762
100,99,미운 아기 오리 뿡쉬,김지연 글 ;한나빵 그림,보리,2015,9788984288751,77810,1,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/5893/88/cover/8984288756_1.jpg, https://data4library.kr/bookV?seq=2621624
103,102,신과 함께 : 저승편 1 - 개정판,주호민 (지은이),애니북스,2017,9788959198962,,11,,,http://image.aladin.co.kr/product/11253/94/cover/895919896x_1.jpg, https://data4library.kr/bookV?seq=3484054
106,105,안읽어 씨 가족과 책 요리점,김유 글 ;유경화 그림,문학동네,2017,9788954645270,73810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/10929/31/cover/8954645275_2.jpg, https://data4library.kr/bookV?seq=3440114
108,105,어미 개,박기범 글;신민재 그림,낮은산,2003,9788989646099,73810,,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/42/39/cover/898964609x_2.jpg, https://data4library.kr/bookV?seq=314403
110,109,"""아니, 방귀 뽕나무       """,김은영 지음,,2006,9788958281545,,,808.9,"문학 > 문학 > 전집, 총서",, https://data4library.kr/bookV?seq=3642802
116,113,신과 함께 : 저승편 2 - 개정판,주호민 (지은이),애니북스,2017,9788959198979,,12,,,http://image.aladin.co.kr/product/11254/48/cover/8959198978_1.jpg, https://data4library.kr/bookV?seq=3484055
117,113,이글라우로 간 악어,야노쉬,시공주니어,1998,9788972594246,77850,,808.9,"문학 > 문학 > 전집, 총서",https://bookthumb-phinf.pstatic.net/cover/001/765/00176575.jpg?type=m1&udate=20170106, https://data4library.kr/bookV?seq=2370912
118,113,커서 뭐가 될래?,글: 어린이 통합교과 연구회 ;그림: 안경희,루크하우스,2012,9788997174492,64800,,199,"철학 > 윤리학, 도덕철학 > 도덕훈, 교훈",http://image.aladin.co.kr/product/2171/31/cover/8997174495_1.jpg, https://data4library.kr/bookV?seq=2423753
120,120,레몬으로 돈 버는 법,루이스 암스트롱 글 ;장미란 옮김,비룡소,2002,9788949170534,73840,,320,사회과학 > 경제학 > 경제학,http://image.aladin.co.kr/product/34/48/cover/8949170531_2.jpg, https://data4library.kr/bookV?seq=154527
123,120,거꾸로 알림장,글: 김영주 ;그림: 김미연,아이앤북,2012,9788992830973,74810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/1566/52/cover/8992830971_3.jpg, https://data4library.kr/bookV?seq=2609544
128,125,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,9788950993566,74810,8,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/27615/91/cover/8950993562_1.jpg, https://data4library.kr/bookV?seq=6061277
129,125,신과 함께 : 저승편 3 - 개정판,주호민 (지은이),애니북스,2017,9788959198986,,13,,,http://image.aladin.co.kr/product/11254/50/cover/8959198986_1.jpg, https://data4library.kr/bookV?seq=3484056
134,125,카레가 보글보글,구도 노리코 글·그림 ;윤수정 옮김,책읽는곰,2020,9791158361884,77830,,833.6,문학 > 일본문학 > 소설,https://image.aladin.co.kr/product/24403/11/cover/k802630418_1.jpg, https://data4library.kr/bookV?seq=5701219
135,125,(500원 토끼) 퀴즈를 풀어라!,"글·그림: 하얀콩,유우",파란정원,2022,9791158681838,74030,,031,총류 > 백과사전 > 한국어,https://image.aladin.co.kr/product/29823/13/cover/k602838313_1.jpg, https://data4library.kr/bookV?seq=6523521
137,136,나쁜 씨앗,조리 존 글 ;김경희 옮김,길벗어린이,2018,9788955824384,77840,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/133/309/13330900.jpg?type=m1&udate=20180222, https://data4library.kr/bookV?seq=3700819
138,136,엄마의 걱정 공장,글: 이지훈 ;그림: 김고은,거북이북스,2017,9788966071821,73810,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/11886/57/cover/8966071821_1.jpg, https://data4library.kr/bookV?seq=3646436
140,136,염소 메헤헤와 개구쟁이들:손춘익 동화집,손춘익 지음;유승정 그림,우리교육,2001,9788980405411,73810,,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/29/45/cover/6000055935_1.jpg, https://data4library.kr/bookV?seq=137262
147,144,누구 발자국일까?,밀리센트 엘리스 셀샘 글;장석봉 옮김,비룡소,1998,9788949150130,77840,,400,자연과학 > 자연과학 > 자연과학,http://image.aladin.co.kr/product/3/35/cover/8949150131_2.jpg, https://data4library.kr/bookV?seq=337764
148,144,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,9788950993542,74810,6,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/26249/16/cover/8950993546_1.jpg, https://data4library.kr/bookV?seq=5855532
151,149,"오른발, 왼발",토미 드 파올라 글.그림;정해왕 옮김,비룡소,1999,9788949110349,77840,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/834/00183406.jpg?type=m1&udate=20140911, https://data4library.kr/bookV?seq=2374045
154,149,오줌이 찔끔,글·그림: 요시타케 신스케 ;옮김: 유문조,위즈덤하우스 미디어그룹,2018,9788962479973,77800,,833.6,문학 > 일본문학 > 소설,https://image.aladin.co.kr/product/17399/91/cover/8962479974_1.jpg, https://data4library.kr/bookV?seq=5242614
155,155,"동물들아, 뭐하니?",그림: 루퍼스 버틀러 세더 ;[옮김: 웅진씽크빅],웅진씽크빅,2008,9788901079516,74370,,490,자연과학 > 동물학 > 동물학,http://image.aladin.co.kr/product/240/16/cover/8901079518_2.jpg, https://data4library.kr/bookV?seq=2473938
159,155,우유 귀신 딱지 귀신,글쓴이: 김영주;그린이: 강전희,문학동네,2006,9788954601801,73810,,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/67/28/cover/8954601804_2.jpg, https://data4library.kr/bookV?seq=2056406
161,155,신과 함께 : 이승편 1 - 개정판,주호민 (지은이),애니북스,2017,9788959198993,,21,,,http://image.aladin.co.kr/product/11253/38/cover/8959198994_1.jpg, https://data4library.kr/bookV?seq=3484057
165,164,(세상을 담은 그림) 지도,김향금 글;최숙희 그림,보림출판사,2005,9788943305239,77810,,980,역사 > 지리 > 지리,https://bookthumb-phinf.pstatic.net/cover/060/158/06015861.jpg?type=m1&udate=20170209, https://data4library.kr/bookV?seq=2373969
169,164,신과 함께 : 이승편 2 - 개정판,주호민 (지은이),애니북스,2017,9788959199006,,22,,,http://image.aladin.co.kr/product/11253/51/cover/8959199001_1.jpg, https://data4library.kr/bookV?seq=3484058
170,164,신과 함께 : 신화편 2 - 개정판,주호민 (지은이),애니북스,2017,9788959199020,,32,,,http://image.aladin.co.kr/product/11254/58/cover/8959199028_1.jpg, https://data4library.kr/bookV?seq=3484060
171,164,신기한 무지개,와타나베 지나쓰 글·그림 ;이승희 옮김,문학수첩리틀북,2015,9788959761852,77830,,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/097/212/09721205.jpg?type=m1&udate=20151109, https://data4library.kr/bookV?seq=3026181
173,173,식빵 유령,글·그림: 윤지,웅진씽크빅,2020,9788901245690,74800,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/25468/25/cover/8901245698_1.jpg, https://data4library.kr/bookV?seq=5791237
174,173,땅속 나라 도둑 괴물,조대인 글 ;홍성찬 그림,보림출판사,2011,9788943302542,77810,,813.5,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/4/31/cover/8943302541_2.jpg, https://data4library.kr/bookV?seq=330197
175,173,개구리와 두꺼비는 친구,아놀드 로벨 글.그림;엄혜숙 옮김,비룡소,1996,9788949160016,74840,,808.8,"문학 > 문학 > 전집, 총서",http://image.aladin.co.kr/product/0/51/cover/8949160013_2.jpg, https://data4library.kr/bookV?seq=328879
176,173,칠판에 딱 붙은 아이들,최은옥 글 ;서현 그림,비룡소,2015,9788949161846,74800,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/5670/43/cover/8949161842_2.jpg, https://data4library.kr/bookV?seq=2620877
180,173,나무를 심은 사람,장 지오노 글;햇살과나무꾼 옮김,두레아이들,2002,9788995302101,77860,,863,문학 > 프랑스문학 > 소설,http://image.aladin.co.kr/product/36/71/cover/8995302100_2.jpg, https://data4library.kr/bookV?seq=368756
181,173,나비의 모험,김보통 만화,보리,2020,9791163140993,77810,1,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/22272/7/cover/k882636921_1.jpg, https://data4library.kr/bookV?seq=5568299
186,184,꿈을 나르는 책 아주머니,헤더 헨슨 글 ;김경미 옮김,비룡소,2012,9788949112237,74800,,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/068/878/06887812.jpg?type=m1&udate=20180313, https://data4library.kr/bookV?seq=2373896
187,184,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,9788950993559,74810,7,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/27031/66/cover/8950993554_1.jpg, https://data4library.kr/bookV?seq=5967666
188,184,아기 늑대 세 마리와 못된 돼지,헬린 옥슨버리 그림;김경미 옮김,시공사,2006,9788952746757,77840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/68/92/cover/8952746759_3.jpg, https://data4library.kr/bookV?seq=2054588
189,184,설빔:남자아이 멋진 옷,배현주 글·그림,사계절출판사,2007,9788958281993,77810,,813.8,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/86/68/cover/8958281995_1.jpg, https://data4library.kr/bookV?seq=2086772
190,184,내 꿈은 엄청 커!,글쓴이: 밥 셰어 ; 옮긴이: 강이경,담푸스,2011,9788994449050,73840,,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/838/47/cover/8994449051_1.jpg, https://data4library.kr/bookV?seq=1136212
192,184,초코곰과 젤리곰,얀 케비 글·그림 ;박정연 옮김,한솔수북,2015,9791185494944,73800,,863,문학 > 프랑스문학 > 소설,http://image.aladin.co.kr/product/5524/96/cover/6000824487_1.jpg, https://data4library.kr/bookV?seq=2645826
193,184,왜 손을 씻을까요?,"케이티 데이니스 (지은이), 마르타 알바레즈 미구엔스 (그림)",어스본코리아,2017,9791186872918,,,,,https://image.aladin.co.kr/product/11958/66/cover/k682531432_1.jpg, https://data4library.kr/bookV?seq=3647147
194,194,금두껍의 첫 수업 :김기정 동화집,지은이: 김기정 ;그린이: 허구,창비,2010,9788936442545,73810,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/062/572/06257218.jpg?type=m1&udate=20150722, https://data4library.kr/bookV?seq=1060943
196,194,파도야 놀자 =Wave,지은이: 이수지,비룡소,2009,9788949112053,74800,,813.6,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/060/240/06024047.jpg?type=m1&udate=20170422, https://data4library.kr/bookV?seq=2372077
197,194,(열두 살 백용기의) 게임 회사 정복기,이송현 글 ;조경규 그림,비룡소,2014,9788949189512,73810,,691,"예술 > 오락, 운동 > 오락",http://image.aladin.co.kr/product/4161/20/cover/8949189518_1.jpg, https://data4library.kr/bookV?seq=2048056
199,194,신과 함께 : 신화편 1 - 개정판,주호민 (지은이),애니북스,2017,9788959199013,,31,,,http://image.aladin.co.kr/product/11254/51/cover/895919901x_1.jpg, https://data4library.kr/bookV?seq=3484059
2,2,알리바바와 40명의 도둑,[글: 로베르토 피우미니] ;옮김: 김재홍,아이맘bc,c201,9791185205205,74800,,892.65,문학 > 기타 제문학 > 인도-유럽계문학,https://image.aladin.co.kr/product/28351/20/cover/k362835207_1.jpg, https://data4library.kr/bookV?seq=3007801
3,3,다시 돌아온 당근,글: 폴 프랑수아 ;옮김: 글로리코리아번역,북이십일 을파소,2013,9788950938840,74860,,863,문학 > 프랑스문학 > 소설,, https://data4library.kr/bookV?seq=2768725
5,5,교과서 지식동화 세트 - 전30권,편집부,삼성출판사,2016,9788915102262,,,,,https://bookthumb-phinf.pstatic.net/cover/111/842/11184290.jpg?type=m1&udate=20170907, https://data4library.kr/bookV?seq=3369653
16,16,Complete Elephant  Piggie Collection 25 books set,Mo Willems,Scholastica,,9781368021319,,,,,, https://data4library.kr/bookV?seq=3736012
28,28,"Mom, are you here?",글: Kevin Kang ;그림: Mr. Iwi,스마트베어,2022,9788930258500,,,747,"언어 > 영어 > 독본, 해석, 회화",https://image.aladin.co.kr/product/28877/79/cover/8930258506_1.jpg, https://data4library.kr/bookV?seq=6402702
47,46,윔피 키드,제프 키니 글·그림 ;지혜연 옮김,미래엔,2016,9788937838309,74840,1,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/8764/36/cover/8937838303_1.jpg, https://data4library.kr/bookV?seq=3247291
100,100,"지각이야, 지각!",글: 예룬 알버르스 ;옮김: 김상진,을파소,c201,9788950938833,,,859.3,문학 > 독일문학 > 기타 게르만 문학,https://image.aladin.co.kr/product/31954/8/cover/8950938839_1.jpg, https://data4library.kr/bookV?seq=2768724
101,100,Who? 도티 =스페셜 /Ddotty,글: 김현수 ;그림: 유희석,스튜디오다산,2020,9791156394150,14990,,998.3,역사 > 전기 > 주제별전기,, https://data4library.kr/bookV?seq=3416281
108,103,(드래곤빌리지 학습도감) 귀신고래,하이브로 [편],Highbrow(하이브로),2018,9791186213278,74490,,499,자연과학 > 동물학 > 포유류,https://bookthumb-phinf.pstatic.net/cover/132/558/13255874.jpg?type=m1&udate=20180626, https://data4library.kr/bookV?seq=3697041
121,118,윔피 키드,제프 키니 글·그림 ;지혜연 옮김,미래엔,2016,9788937839818,74840,2,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/110/548/11054802.jpg?type=m1&udate=20171230, https://data4library.kr/bookV?seq=3348593
150,147,(빈대 가족의) 자전거 타고 전국일주,글: 양태수 ;그림: 류수형,재미북스,2010,9788960242135,77000,,320,사회과학 > 경제학 > 경제학,http://image.aladin.co.kr/product/809/18/cover/8960242136_1.jpg, https://data4library.kr/bookV?seq=1121540
175,170,빈대 가족의 짠돌이 100계명,"박세열 (지은이), 류수형 (그림)",재미북스(과학어린이),2015,9788960243477,77320,,320.4,사회과학 > 경제학 > 경제학,http://image.aladin.co.kr/product/5945/84/cover/8960243477_1.jpg, https://data4library.kr/bookV?seq=2647613
189,189,쿠키런 슈퍼 영웅 과학 상식,조주희,서울문화사,2017,9788926365519,67400,,404,"자연과학 > 자연과학 > 강연집, 수필집, 연설문집",https://bookthumb-phinf.pstatic.net/cover/124/714/12471425.jpg?type=m1&udate=20170829, https://data4library.kr/bookV?seq=3556865
199,189,(드래곤빌리지 학습도감) 마법사쥐,하이브로 [편],Highbrow(하이브로),2016,9791186213186,74490,,499,자연과학 > 동물학 > 포유류,http://image.aladin.co.kr/product/9817/87/cover/k802535051_1.jpg, https://data4library.kr/bookV?seq=3403079
200,189,(드래곤빌리지 학습도감) 무림맹수,하이브로 [편],Highbrow(하이브로),2017,9791186213520,74490,,499,자연과학 > 동물학 > 포유류,http://image.aladin.co.kr/product/10513/61/cover/k062530039_1.jpg, https://data4library.kr/bookV?seq=3420439
1,1,English re-start :advanced,"지은이: I.A. Richards,Christine Gibson",웅진씽크빅,2008,9788901083377,14740,2,747,"언어 > 영어 > 독본, 해석, 회화",https://bookthumb-phinf.pstatic.net/cover/046/417/04641783.jpg?type=m1&udate=20091228, https://data4library.kr/bookV?seq=2373056
2,2,잉글리시 리스타트 =basic /English restart,"지은이: I.A. Richards,Christine Gibson",웅진씽크빅,2008,9788901083353,14740,,747,"언어 > 영어 > 독본, 해석, 회화",https://bookthumb-phinf.pstatic.net/cover/046/417/04641790.jpg?type=m1&udate=20150911, https://data4library.kr/bookV?seq=2373057
3,3,잉글리시 리스타트 =basic /English restart,"지은이: I.A. Richards,Christine Gibson",웅진씽크빅,2008,9788901083346,14740,,747,"언어 > 영어 > 독본, 해석, 회화",http://image.aladin.co.kr/product/259/97/cover/8901083345_2.jpg, https://data4library.kr/bookV?seq=2223348
4,4,국어실력이 밥먹여준다:초등 낱말편,"김경원,오성봉 그림",열린박물관,2007,9788992043618,73710,2,710,언어 > 한국어 > 한국어,http://image.aladin.co.kr/product/98/99/cover/8992043619_1.jpg, https://data4library.kr/bookV?seq=2419079
6,6,(초등학교 6학년까지는 꼭 알아야 할) 우리말 사전,글: 정우진;그림: 이유나,계림닷컴,2006,9788953310230,73710,,713,언어 > 한국어 > 사전,http://image.aladin.co.kr/product/84/99/cover/8953310237_2.jpg, https://data4library.kr/bookV?seq=2085881
7,7,국어실력이 밥먹여준다:초등 낱말편 1,"김경원,오성봉 그림",열린박물관,2006,9788992043564,73710,1,710,언어 > 한국어 > 한국어,http://image.aladin.co.kr/product/86/57/cover/8992043562_2.jpg, https://data4library.kr/bookV?seq=2089807
8,8,(알듯 말듯) 우리말 바루기:어휘력이 자라는 초등 교과서 낱말편,이상배 글;최남진 그림,뜨인돌어린이,2007,9788992130462,73710,,714,언어 > 한국어 > 어휘,https://bookthumb-phinf.pstatic.net/cover/031/243/03124366.jpg?type=m1&udate=20141122, https://data4library.kr/bookV?seq=2144226
9,9,Rosie's Walk (Paperback),팻 허친스,Simon&Schuster,1971,9780020437505,,,,,http://bookthumb.phinf.naver.net/cover/039/547/03954786.jpg?type=m1&udate=20141210, https://data4library.kr/bookV?seq=2378928
11,11,What Mommies Do Best/What Daddies Do Best (Hardcover Set),Laura Numeroff,Simon&Schuster,2000,9788972607656,78840,,,,https://bookthumb-phinf.pstatic.net/cover/002/198/00219849.jpg?type=m1&udate=20100111, https://data4library.kr/bookV?seq=2417321
12,11,알라딘과 아라비안나이트,edited by James Robert Magee;[넥서스 세계명작팀 역],넥서스English,2005,9788982206177,14740,1,747.2,"언어 > 영어 > 독본, 해석, 회화",http://image.aladin.co.kr/product/59/14/cover/8982206175_1.jpg, https://data4library.kr/bookV?seq=2406826
13,13,"School Bus (Paperback) - For the Buses, the Riders, and the Watchers",Donald crews,Mulberry,2003,9780688122676,,,,,https://bookthumb-phinf.pstatic.net/cover/002/432/00243253.jpg?type=m1&udate=20120928, https://data4library.kr/bookV?seq=2378929
16,16,강점 육아 :아이의 재능과 성장 가능성을 '발견'하는 힘,윤옥희 지음,다온북스,2017,9791185439822,13590,,598.1,기술과학 > 가정학 및 가정생활 > 육아,https://bookthumb-phinf.pstatic.net/cover/125/067/12506754.jpg?type=m1&udate=20180220, https://data4library.kr/bookV?seq=3556993
18,18,로빈슨 크루소,Daniel Defoe,넥서스,2006,9788960001718,14740,21,747.2,"언어 > 영어 > 독본, 해석, 회화",http://image.aladin.co.kr/product/86/96/cover/8960001716_1.jpg, https://data4library.kr/bookV?seq=2406819
19,19,그리스 신화,[by] Thomas Bulfinch;[넥서스 세계명작팀 역],넥서스English,2005,9788982206214,14740,5,747.2,"언어 > 영어 > 독본, 해석, 회화",http://image.aladin.co.kr/product/59/14/cover/8982206213_1.jpg, https://data4library.kr/bookV?seq=2406817
20,20,셰익스피어 이야기,[by] William Shakespeare;[넥서스 세계명작팀 역],넥서스English,2005,9788982206221,14740,6,747.2,"언어 > 영어 > 독본, 해석, 회화",http://image.aladin.co.kr/product/59/14/cover/8982206221_1.jpg, https://data4library.kr/bookV?seq=2406824
21,21,지킬 박사와 하이드 씨,Robert Louis Stevenson,넥서스,2007,9788960003170,14740,23,747.2,"언어 > 영어 > 독본, 해석, 회화",http://image.aladin.co.kr/product/98/59/cover/8960003174_1.jpg, https://data4library.kr/bookV?seq=2443144
23,23,Eloise and the very secret room,story by Ellen Weiss ;illustrated by Tammie Lyon,Aladdin Paperbacks,2006,9780689874505,,13,,,http://image.aladin.co.kr/product/99/98/cover/0689874502_1.jpg, https://data4library.kr/bookV?seq=2020877
