no,ranking,bookname,authors,publisher,publication_year,isbn13,addition_symbol,vol,class_no,class_nm,bookImageURL,bookDtlUrl
108,106,오싹오싹 도깨비 숲,구도 노리코 글·그림 ;윤수정 옮김,책읽는곰,2019,9791158361440,77830,40,833.6,문학 > 일본문학 > 소설,https://image.aladin.co.kr/product/19823/87/cover/k432635137_1.jpg, https://data4library.kr/bookV?seq=5447767
109,106,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,9791196232160,74910,5,911,역사 > 아시아(아세아) > 한국,https://image.aladin.co.kr/product/12455/35/cover/k282532761_1.jpg, https://data4library.kr/bookV?seq=3665736
110,110,책 먹는 여우,프란치스카 비어만 지음 ;김경연 옮김,김영사,2001,9788934908067,73850,,853,문학 > 독일문학 > 소설,http://image.aladin.co.kr/product/15652/86/cover/k232533034_1.jpg, https://data4library.kr/bookV?seq=130887
111,110,(김병만의) 정글의 법칙,SBS김병만의정글의법칙제작팀 원작 ;이정태 그림,김영사,,9788934962465,67980,4,980,역사 > 지리 > 지리,http://image.aladin.co.kr/product/2723/54/cover/8934962461_1.jpg, https://data4library.kr/bookV?seq=2601278
112,110,인공지능 세계에서 살아남기,글: 곰돌이 co. ;그림: 한현동,미래엔,2017,9788937857997,77470,57,004,총류 > 총류 > 전산학,https://bookthumb-phinf.pstatic.net/cover/124/953/12495373.jpg?type=m1&udate=20170829, https://data4library.kr/bookV?seq=3541429
114,113,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,9788937847714,77400,19,400,자연과학 > 자연과학 > 자연과학,https://bookthumb-phinf.pstatic.net/cover/067/804/06780485.jpg?type=m1&udate=20111129, https://data4library.kr/bookV?seq=2373791
115,113,자연사 박물관에서 살아남기 =Survival in museum of natural history,글: 곰돌이 co. ;그림: 한현동,미래엔,2013,9788937884627,77470,31,400,자연과학 > 자연과학 > 자연과학,http://image.aladin.co.kr/product/3070/60/cover/8937884623_1.jpg, https://data4library.kr/bookV?seq=2764070
116,113,칭찬 먹으러 가요,글: 고대영 ;그림: 김영진,길벗어린이,2012,9788955821970,77810,8,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/068/274/06827420.jpg?type=m1&udate=20170609, https://data4library.kr/bookV?seq=2372759
117,113,프린들 주세요,앤드루 클레먼츠 지음;양혜원 그림,사계절출판사,2001,9788971968345,73810,2,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/30/82/cover/8971968346_2.jpg, https://data4library.kr/bookV?seq=130919
118,113,만희네 집,글·그림: 권윤덕,길벗어린이,2012,9788986621105,77810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/4/73/cover/898662110x_1.gif, https://data4library.kr/bookV?seq=1871171
120,119,(김병만의) 정글의 법칙,SBS김병만의정글의법칙제작팀 원작 ;이정태 그림,김영사,,9788934966562,67980,8,980,역사 > 지리 > 지리,http://image.aladin.co.kr/product/3745/84/cover/8934966564_1.jpg, https://data4library.kr/bookV?seq=2604611
121,119,물 부족에서 살아남기 =Survival in a drought,글: 달콤팩토리 ;그림: 한현동,미래엔,2016,9788937838200,77470,51,539,"기술과학 > 공학, 공업일반 > 위생, 도시, 환경공학",https://bookthumb-phinf.pstatic.net/cover/106/602/10660255.jpg?type=m1&udate=20171229, https://data4library.kr/bookV?seq=3163232
122,119,토네이도에서 살아남기,글: 리메 ;그림: 한현동,미래엔,2013,9788937884610,77470,38,400,자연과학 > 자연과학 > 자연과학,http://image.aladin.co.kr/product/2886/94/cover/8937884615_1.jpg, https://data4library.kr/bookV?seq=2600928
123,119,만복이네 떡집,김리리 글 ;이승현 그림,비룡소,2010,9788949161341,74800,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/062/895/06289560.jpg?type=m1&udate=20180324, https://data4library.kr/bookV?seq=2372129
124,119,고 녀석 맛있겠다,미야니시 타츠야 글그림;백승인 옮김,달리,2004,9788990364661,74800,45,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/699/00169901.jpg?type=m1&udate=20170801, https://data4library.kr/bookV?seq=2374095
125,125,쿠키런 발명왕 과학상식 :두뇌 풀 가동! 발명 과학 상식 25,글: 임우영 ;그림: 이태영,서울문화사,2017,9788926365649,67400,20,408,"자연과학 > 자연과학 > 전집, 총서",https://image.aladin.co.kr/product/12005/56/cover/8926365646_1.jpg, https://data4library.kr/bookV?seq=3652007
126,125,구름빵 뒤죽박죽 방 치우기,"글·그림: GIMC,김향수",한솔교육,2011,9788953582767,74800,4,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/067/774/06777401.jpg?type=m1&udate=20170906, https://data4library.kr/bookV?seq=2376980
127,125,구름빵 :내 맘대로 주인공,"글·그림: GIMC,김향수",한솔교육,2012,9788953584068,74800,10,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/069/311/06931117.jpg?type=m1&udate=20170906, https://data4library.kr/bookV?seq=2373874
128,125,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,9791196025861,74910,4,911,역사 > 아시아(아세아) > 한국,https://bookthumb-phinf.pstatic.net/cover/124/438/12443866.jpg?type=m1&udate=20170818, https://data4library.kr/bookV?seq=3536732
130,129,넌 정말 멋져,미야니시 타츠야 글·그림 ;허경실 옮김,달리,2011,9788959980949,74800,47,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/066/700/06670094.jpg?type=m1&udate=20161221, https://data4library.kr/bookV?seq=2374103
132,129,솔이의 추석 이야기,글·그림: 이억배,길벗어린이,2011,9788986621198,77810,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/803/00180381.jpg?type=m1&udate=20140407, https://data4library.kr/bookV?seq=1871173
134,134,구름빵 :욕심 바구니,"글·그림: GIMC,김향수",한솔교육,2012,9788953584051,74800,9,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/069/311/06931116.jpg?type=m1&udate=20120611, https://data4library.kr/bookV?seq=2373879
136,136,사람 빌려 주는 도서관,박정애 글 ;서영경 그림,좋은책신사고 좋은책어린이,2012,9788928307012,74810,40,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/069/501/06950197.jpg?type=m1&udate=20150720, https://data4library.kr/bookV?seq=2372718
137,136,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,9788950971380,74800,3,219,"종교 > 비교종교학 > 신화, 신화학",https://bookthumb-phinf.pstatic.net/cover/132/045/13204504.jpg?type=m1&udate=20180117, https://data4library.kr/bookV?seq=3692898
138,136,구름빵 꾸물꾸물 지각대장,"글·그림: GIMC,김향수",한솔교육,2013,9788953588196,74800,11,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/071/558/07155850.jpg?type=m1&udate=20170906, https://data4library.kr/bookV?seq=2373663
140,140,도토리 마을의 경찰관,글·그림: 나카야 미와 ;옮김: 김난주,웅진씽크빅,2013,9788901154336,74800,143,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/072/069/07206966.jpg?type=m1&udate=20170205, https://data4library.kr/bookV?seq=1957462
141,140,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,9791168412477,77810,11,810,문학 > 한국문학 > 한국문학,https://image.aladin.co.kr/product/29832/74/cover/k652838723_1.jpg, https://data4library.kr/bookV?seq=6525944
142,142,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,9788950971366,74800,1,219,"종교 > 비교종교학 > 신화, 신화학",https://image.aladin.co.kr/product/11839/63/cover/8950971364_2.jpg, https://data4library.kr/bookV?seq=3630589
143,142,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,9791188874088,74910,6,911,역사 > 아시아(아세아) > 한국,https://bookthumb-phinf.pstatic.net/cover/134/447/13444720.jpg?type=m1&udate=20180326, https://data4library.kr/bookV?seq=3724093
144,144,쿠키런 서바이벌 대작전,글: 김강현 ;그림: 김기수,서울문화사,2015,9788926365243,67400,12,372.42,"사회과학 > 교육학 > 학교행정 및 경영, 보건",http://image.aladin.co.kr/product/10785/63/cover/8926365247_1.jpg, https://data4library.kr/bookV?seq=3436377
145,144,이상기후에서 살아남기,글: 곰돌이 co. ;그림: 한현동,미래엔 컬처그룹,2009,9788937847325,77470,24,400,자연과학 > 자연과학 > 자연과학,https://bookthumb-phinf.pstatic.net/cover/060/878/06087847.jpg?type=m1&udate=20100414, https://data4library.kr/bookV?seq=2374704
146,144,손 큰 할머니의 만두 만들기,글: 채인선 ;그림: 이억배,재미마주,1998,9788986565065,73810,,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/8156/53/cover/k622434346_1.jpg, https://data4library.kr/bookV?seq=334526
148,147,프레드릭,레오 리오니 글.그림;최순희 옮김,시공주니어,1999,9788952701930,77840,107,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/747/00174777.jpg?type=m1&udate=20160816, https://data4library.kr/bookV?seq=1562191
149,147,신통방통 곱셈구구,서지원 글 ;조현숙 그림,좋은책신사고 좋은책어린이,2010,9788959777402,73810,1,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/062/501/06250111.jpg?type=m1&udate=20150718, https://data4library.kr/bookV?seq=2372845
151,151,에너지 위기에서 살아남기 =Survival in energy crisis,글: 김정욱 ;그림: 한현동,미래엔,2013,9788937884696,77470,39,400,자연과학 > 자연과학 > 자연과학,https://bookthumb-phinf.pstatic.net/cover/073/384/07338415.jpg?type=m1&udate=20131227, https://data4library.kr/bookV?seq=2376468
152,151,초식공룡이 와글와글,어깨동무 편집부 (지은이),어깨동무,2018,9788964171554,,,,,https://image.aladin.co.kr/product/14712/82/cover/8964171551_1.jpg, https://data4library.kr/bookV?seq=3832484
153,153,구름빵 그림자가 사라졌어,"글·그림: GIMC,김향수",한솔교육,2011,9788953582750,74800,3,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/067/774/06777467.jpg?type=m1&udate=20170906, https://data4library.kr/bookV?seq=2376979
154,153,말 잘 듣는 약,유지은 글 ;박기종 그림,좋은책신사고 좋은책어린이,2010,9788959777396,73810,19,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/062/481/06248156.jpg?type=m1&udate=20150728, https://data4library.kr/bookV?seq=2372131
155,153,해리포터와 마법사의 돌,조앤 K. 롤링 지음;김혜원 옮김,문학수첩,1999,9788983920690,04840,12,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/795/00179543.jpg?type=m1&udate=20130212, https://data4library.kr/bookV?seq=2370311
156,153,흔한남매의 흔한 호기심 :일상에서 만나는 과학 상식,원작: 흔한남매 ;그림: 유난희,미래엔,2020,9791168413931,77400,7,400,자연과학 > 자연과학 > 자연과학,https://image.aladin.co.kr/product/30224/42/cover/k502839203_1.jpg, https://data4library.kr/bookV?seq=6568400
157,153,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,9791196025847,74910,3,911,역사 > 아시아(아세아) > 한국,http://image.aladin.co.kr/product/10780/17/cover/k342530155_2.jpg, https://data4library.kr/bookV?seq=3431411
158,158,우리 엄마,앤서니 브라운 글·그림;허은미 옮김,웅진씽크빅,2005,9788901047904,74800,16,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/015/274/01527401.jpg?type=m1&udate=20160407, https://data4library.kr/bookV?seq=2372030
159,158,땅속 세계에서 살아남기 =Survival from the ground,글: 달콤팩토리 ;그림: 한현동,미래엔,2015,9788937839672,77470,47,490,자연과학 > 동물학 > 동물학,http://image.aladin.co.kr/product/6214/1/cover/8937839679_1.jpg, https://data4library.kr/bookV?seq=2647509
160,160,고양이 해결사 깜냥,홍민정 동화 ;김재희 그림,창비,2020,9788936447861,74810,2,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/24790/61/cover/8936447866_1.jpg, https://data4library.kr/bookV?seq=5784086
161,161,Why? 왕비이야기,글: 이근 ;그림: 극동만화연구소,예림당,2013,9788930232517,74910,222,911,역사 > 아시아(아세아) > 한국,https://bookthumb-phinf.pstatic.net/cover/072/012/07201206.jpg?type=m1&udate=20150715, https://data4library.kr/bookV?seq=1944666
163,161,짜장 짬뽕 탕수육,김영주 글;고경숙 그림,재미마주,2002,9788986565522,73810,,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/19/96/cover/8986565528_3.jpg, https://data4library.kr/bookV?seq=352978
164,161,으리으리한 개집,유설화 글·그림,책읽는곰,2017,9791158360351,77810,38,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/10065/32/cover/k802536970_1.jpg, https://data4library.kr/bookV?seq=3406796
166,165,바이러스에서 살아남기,글: 곰돌이 co. ;그림: 한현동,미래엔 컬처그룹,2010,9788937847301,77470,22,400,자연과학 > 자연과학 > 자연과학,https://bookthumb-phinf.pstatic.net/cover/053/040/05304064.jpg?type=m1&udate=20100414, https://data4library.kr/bookV?seq=2374204
167,165,도서관 생쥐,글/그림: 다니엘 커크 ;옮김: 신유선,푸른날개,2008,9788995981276,77840,5,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/101/84/cover/899598127x_1.jpg, https://data4library.kr/bookV?seq=2201571
168,165,푸름이 까꿍 그림책 세트 (전40권 + 오디오 CD 2장 + 정전기 이미지 스티커),스즈키 유키에,푸름이닷컴,2018,9788997300358,,,,,https://bookthumb-phinf.pstatic.net/cover/103/209/10320996.jpg?type=m1&udate=20160324, https://data4library.kr/bookV?seq=3348644
169,169,쿠키런 탈출 게임 과학 상식,임우영,서울문화사,2018,9788926381533,67400,23,404,"자연과학 > 자연과학 > 강연집, 수필집, 연설문집",https://bookthumb-phinf.pstatic.net/cover/135/419/13541904.jpg?type=m1&udate=20180619, https://data4library.kr/bookV?seq=3744796
171,169,(Disney 겨울 왕국) 안나와 엘사의 또 다른 이야기,꿈꾸는 달팽이 [편],대교,2014,9788939538085,74840,2,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/4959/22/cover/8939538080_1.jpg, https://data4library.kr/bookV?seq=2616192
172,169,막대기 아빠,줄리아 도널드슨 글 ;노은정 옮김,비룡소,2009,9788949112039,74800,203,843,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/060/261/06026184.jpg?type=m1&udate=20150718, https://data4library.kr/bookV?seq=2379763
173,169,엄마 친구 딸은 괴물,김혜리 글 ;조현숙 그림,좋은책신사고 좋은책어린이,2008,9788959775132,73810,7,813.6,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/047/033/04703360.jpg?type=m1&udate=20150716, https://data4library.kr/bookV?seq=2375429
174,174,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,9788937838347,77400,38,400,자연과학 > 자연과학 > 자연과학,http://image.aladin.co.kr/product/10335/90/cover/8937838346_1.jpg, https://data4library.kr/bookV?seq=3414929
175,174,땅속 세계에서 살아남기 =Survival from the ground,글: 달콤팩토리 ;그림: 한현동,미래엔,2015,9788937839665,77470,46,490,자연과학 > 동물학 > 동물학,http://image.aladin.co.kr/product/5559/73/cover/8937839660_1.jpg, https://data4library.kr/bookV?seq=2619978
176,174,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,2016,9788960869646,67400,1,408,"자연과학 > 자연과학 > 전집, 총서",http://image.aladin.co.kr/product/8781/70/cover/8960869643_1.jpg, https://data4library.kr/bookV?seq=3271612
178,178,도토리 마을의 유치원,글·그림: 나카야 미와 ;옮김: 김난주,웅진주니어,2014,9788901165806,74800,146,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/4617/8/cover/8901165805_1.jpg, https://data4library.kr/bookV?seq=2612049
181,178,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,2016,9791190182737,67400,11,408,"자연과학 > 자연과학 > 전집, 총서",https://image.aladin.co.kr/product/19973/36/cover/k292635940_1.jpg, https://data4library.kr/bookV?seq=5453374
182,182,가족은 꼬옥 안아 주는 거야,박윤경 글 ;김이랑 그림,웅진씽크빅,2011,9788901121345,74300,3,300,사회과학 > 사회과학 > 사회과학,http://image.aladin.co.kr/product/1176/53/cover/8901121344_1.jpg, https://data4library.kr/bookV?seq=2425647
183,182,방귀차,김준철 글·그림,웅진씽크빅,2017,9788901216355,74810,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/10840/93/cover/8901216353_1.jpg, https://data4library.kr/bookV?seq=3435306
185,182,바이러스에서 살아남기,글: 곰돌이Co. ;그림: 한현동,대한교과서,2008,9788937847295,77470,21,400,자연과학 > 자연과학 > 자연과학,https://bookthumb-phinf.pstatic.net/cover/047/837/04783754.jpg?type=m1&udate=20081013, https://data4library.kr/bookV?seq=2369080
186,182,마녀 위니의 양탄자,밸러리 토머스 글 ;노은정 옮김,비룡소,2009,9788949112008,77840,202,843,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/318/55/cover/8949112000_2.jpg, https://data4library.kr/bookV?seq=2414170
189,187,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,9788950980801,77720,45,711.4,"언어 > 한국어 > 음운, 음성, 문자",https://image.aladin.co.kr/product/19184/13/cover/8950980800_1.jpg, https://data4library.kr/bookV?seq=5408148
191,187,위대한 가족,윤진현,천개의바람,2016,9791187287148,,,,,https://bookthumb-phinf.pstatic.net/cover/107/626/10762682.jpg?type=m1&udate=20171207, https://data4library.kr/bookV?seq=3183749
193,192,구름빵 꿈이 너무 많아,"글·그림: GIMC,김향수",한솔교육,2012,9788953583979,74800,5,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/068/312/06831215.jpg?type=m1&udate=20170906, https://data4library.kr/bookV?seq=2373873
194,192,싸워도 돼요?,글: 고대영 ;그림: 김영진,길벗어린이,2013,9788955822823,77810,9,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/3367/2/cover/8955822820_1.jpg, https://data4library.kr/bookV?seq=2604263
195,195,쿠키런 서바이벌 대작전,글: 김강현 ;그림: 김기수,서울문화사,2015,9788926381557,67400,18,372.42,"사회과학 > 교육학 > 학교행정 및 경영, 보건",https://bookthumb-phinf.pstatic.net/cover/135/414/13541410.jpg?type=m1&udate=20180426, https://data4library.kr/bookV?seq=3742523
196,195,(김병만의) 정글의 법칙,SBS김병만의정글의법칙제작팀 원작 ;이정태 그림,김영사,,9788934965831,67980,7,980,역사 > 지리 > 지리,http://image.aladin.co.kr/product/3447/3/cover/8934965835_1.jpg, https://data4library.kr/bookV?seq=2646382
